"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"165","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","39.1000","202202","10","       130,000","-","21","-","-","2018","송파대로 345","20220211","중개거래","서울 송파구","-"
"166","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","39.1000","202202","10","       130,000","-","21","-","-","2018","송파대로 345","-","중개거래","서울 송파구","-"
"167","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","39.8600","202202","10","       125,000","-","3","-","-","2018","송파대로 345","20230617","중개거래","서울 강동구 서울 송파구","-"
"168","서울특별시 은평구 불광동","645","0645","0000","불광롯데캐슬","114.9900","202202","11","       132,000","-","16","-","-","2018","불광로 64","-","중개거래","서울 은평구","-"
"169","서울특별시 양천구 신월동","987-1","0987","0001","신월시영","50.6700","202202","11","        69,500","-","11","-","-","1988","신월로 99","-","중개거래","서울 양천구","-"
"170","서울특별시 관악구 신림동","1700","1700","0000","라이프","59.0400","202202","11","        57,000","-","9","-","-","1996","문성로 86","-","중개거래","서울 관악구 서울 동작구","-"
"171","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","84.8600","202202","12","        80,900","-","15","-","-","2004","솔샘로 174","-","중개거래","서울 강북구","-"
"172","서울특별시 서초구 서초동","1492-1","1492","0001","라파엘로","153.8200","202202","12","       162,000","-","5","-","-","2004","명달로15길 11","-","중개거래","서울 강남구 서울 서초구","-"
"173","서울특별시 구로구 개봉동","491","0491","0000","LIPe-푸른아파트","59.2000","202202","12","        43,000","-","7","-","-","2014","개봉로17아길 41-13","-","중개거래","서울 구로구","-"
"174","서울특별시 동작구 대방동","381-3","0381","0003","드림빌라트","73.4900","202202","12","        56,000","-","3","-","-","2001","대방동27길 4","-","중개거래","서울 동작구","-"
"175","서울특별시 서초구 서초동","1615-10","1615","0010","극동스타클래스2","72.5000","202202","12","       138,000","-","5","-","-","2006","효령로67길 35","-","중개거래","서울 서초구","-"
"176","서울특별시 강동구 길동","457-1","0457","0001","강동렘브란트","15.8600","202202","12","        10,500","-","13","-","-","2014","천호대로177길 9","-","중개거래","서울 강동구","-"
"177","서울특별시 송파구 잠실동","44","0044","0000","레이크팰리스","84.8200","202202","12","       230,000","-","14","-","-","2006","잠실로 88","-","중개거래","서울 송파구","-"
"178","서울특별시 송파구 오금동","165","0165","0000","상아2차아파트","45.7700","202202","12","        87,500","-","6","-","-","1988","오금로 407","-","중개거래","서울 송파구","-"
"179","서울특별시 양천구 신월동","987-1","0987","0001","신월시영","50.6700","202202","14","        71,000","-","8","-","-","1988","신월로 99","-","중개거래","서울 양천구","-"
"180","서울특별시 강남구 청담동","102-2","0102","0002","연세힐하우스1","187.7300","202202","14","       300,000","-","1","-","-","2003","압구정로71길 30-11","-","중개거래","서울 강남구","-"
"181","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","161.4700","202202","14","       505,000","-","5","-","-","2005","선릉로 206","-","중개거래","서울 강남구","-"
"182","서울특별시 성북구 길음동","1281","1281","0000","길음뉴타운4단지(e편한세상)","59.9700","202202","15","        81,000","-","16","-","-","2005","길음로 118","-","중개거래","서울 강북구 서울 성북구","-"
"183","서울특별시 노원구 월계동","13","0013","0000","미성","33.2800","202202","15","        65,500","-","1","-","-","1986","마들로 59","-","중개거래","서울 강북구 서울 노원구","-"
"184","서울특별시 은평구 신사동","40-2","0040","0002","세민하이파크","40.1900","202202","15","        50,000","-","11","-","-","2017","가좌로 319","-","중개거래","서울 은평구","-"
"185","서울특별시 서대문구 연희동","739","0739","0000","대우푸르지오","114.7050","202202","15","       129,000","-","15","-","-","2002","연희로 38-20","-","중개거래","서울 서대문구","-"
"186","서울특별시 영등포구 영등포동4가","103","0103","0000","영등포그랑그루","12.1000","202202","15","        14,000","-","10","-","-","2012","문래로 191","-","중개거래","서울 영등포구","-"
"187","서울특별시 관악구 신림동","1700","1700","0000","라이프","84.3800","202202","15","        67,000","-","8","-","-","1996","문성로 86","20220223","중개거래","서울 관악구","-"
"188","서울특별시 강동구 강일동","684","0684","0000","강일리버파크6단지","84.5300","202202","15","       110,000","-","12","-","-","2009","아리수로94길 19","-","직거래","-","-"
"189","서울특별시 용산구 이촌동","404","0404","0000","한가람","84.8900","202202","16","       240,000","-","17","-","-","1998","이촌로65길 8","-","중개거래","서울 용산구","-"
"190","서울특별시 노원구 중계동","363-1","0363","0001","주공7","44.1000","202202","16","        54,000","-","12","-","-","1993","한글비석로8길 42","-","중개거래","서울 노원구","-"
"191","서울특별시 구로구 구로동","104-8","0104","0008","비즈트위트레드","20.8400","202202","16","        19,000","-","7","-","-","2016","가마산로 285","-","중개거래","서울 구로구","-"
"192","서울특별시 구로구 개봉동","477","0477","0000","대상","84.9400","202202","16","        65,800","-","8","-","-","1999","개봉로1길 170","-","중개거래","서울 구로구","-"
"193","서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","131.4800","202202","16","       460,000","-","9","-","-","1976","압구정로29길 71","-","중개거래","서울 강남구","-"
"194","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.9000","202202","16","       220,000","-","24","-","-","2008","올림픽로 435","-","중개거래","서울 송파구","-"
"195","서울특별시 용산구 용산동5가","24-1","0024","0001","용산파크타워(24-1)","139.7000","202202","17","       285,000","-","12","-","-","2009","서빙고로 69","-","중개거래","서울 용산구","-"
"196","서울특별시 노원구 월계동","556","0556","0000","주공2","44.9400","202202","17","        52,000","-","11","-","-","1993","초안산로1길 18","-","중개거래","서울 노원구","-"
"197","서울특별시 노원구 월계동","556","0556","0000","주공2","38.6400","202202","17","        49,000","-","15","-","-","1993","초안산로1길 18","-","중개거래","서울 노원구","-"
"198","서울특별시 서대문구 연희동","746","0746","0000","연희웨스트팰리스","13.1200","202202","17","        13,000","-","6","-","-","2014","연희로5길 54-11","-","직거래","-","-"
"199","서울특별시 서초구 서초동","1337-3","1337","0003","urbanplace","23.4560","202202","17","        25,000","-","8","-","-","2014","효령로77길 30","-","중개거래","서울 서초구","-"
"200","서울특별시 관악구 봉천동","1707","1707","0000","은천1","84.6500","202202","17","        94,000","-","2","-","-","2001","인헌12길 46-2","-","중개거래","서울 관악구","-"
"201","서울특별시 관악구 봉천동","856-1","0856","0001","대우디오슈페리움2단지","84.9200","202202","17","        98,000","-","15","-","-","2007","관악로 168","-","중개거래","서울 관악구","-"
"202","서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","84.8800","202202","17","       225,000","-","16","-","-","2008","올림픽로 99","-","중개거래","서울 송파구","-"
"203","서울특별시 양천구 신정동","1259","1259","0000","신트리1","49.8000","202202","18","        73,000","-","9","-","-","1999","신정로 293","-","중개거래","서울 구로구 서울 양천구","-"
"204","서울특별시 영등포구 당산동2가","164","0164","0000","당산2가현대홈타운","82.7700","202202","18","       123,000","-","19","-","-","1994","당산로 95","20220924","중개거래","서울 영등포구","-"
"205","서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","84.8000","202202","18","       253,000","-","14","-","-","2008","올림픽로 99","-","중개거래","서울 송파구","-"
"206","서울특별시 동대문구 장안동","334-6","0334","0006","우성2차아파트(334-6)","71.3500","202202","19","        58,000","-","7","-","-","2005","장한로26길 67","-","중개거래","서울 동대문구","-"
"207","서울특별시 중랑구 상봉동","499","0499","0000","건영캐스빌","84.6475","202202","19","        94,000","-","6","-","-","2006","상봉중앙로8길 76","-","중개거래","서울 중랑구","-"
"208","서울특별시 서대문구 홍은동","461","0461","0000","홍은센트레빌","84.8400","202202","19","        86,000","-","20","-","-","2009","통일로 553","20220424","중개거래","서울 은평구","-"
"209","서울특별시 서대문구 북아현동","118-9","0118","0009","경남(2차)","122.9100","202202","19","       150,350","-","3","-","-","1999","북아현로6길 19-19","-","중개거래","서울 서대문구","-"
"210","서울특별시 양천구 신월동","987-1","0987","0001","신월시영","50.6700","202202","19","        72,000","-","4","-","-","1988","신월로 99","-","중개거래","서울 양천구","-"
"211","서울특별시 강서구 방화동","867","0867","0000","길성그랑프리텔","57.9700","202202","19","        74,300","-","12","-","-","2002","방화대로 319","-","중개거래","서울 강서구","-"
"212","서울특별시 구로구 개봉동","476","0476","0000","한마을","59.5700","202202","19","        82,000","-","22","-","-","1999","경인로 382","-","직거래","-","-"
"213","서울특별시 영등포구 당산동","376","0376","0000","강변래미안","79.4300","202202","19","       130,000","-","13","-","-","2002","버드나루로 130","-","중개거래","서울 영등포구","-"
"214","서울특별시 관악구 신림동","1700","1700","0000","라이프","84.3800","202202","19","        67,000","-","8","-","-","1996","문성로 86","-","중개거래","서울 관악구","-"
